ID;CODE_GENDER;FLAG_OWN_CAR;FLAG_OWN_REALTY;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_INCOME_TYPE;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_MOBIL;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;OCCUPATION_TYPE;CNT_FAM_MEMBERS
8000016;M;Y;Y;0;360000.0;Commercial associate;Higher education;Married;House / apartment;-16670;-5364;1;0;1;0;Security staff;2.0
8000017;M;Y;Y;0;360000.0;Commercial associate;Higher education;Married;House / apartment;-16670;-5364;1;0;1;0;Security staff;2.0
8000018;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000019;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000020;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000021;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000022;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000023;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000024;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000025;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000026;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000027;F;N;Y;2;126000.0;Commercial associate;Higher education;Married;House / apartment;-12411;-1773;1;0;0;1;Managers;4.0
8000028;F;N;Y;0;315000.0;Commercial associate;Higher education;Widow;House / apartment;-20186;365243;1;0;0;0;;1.0
8000029;F;N;Y;0;247500.0;Commercial associate;Higher education;Separated;House / apartment;-17016;-1347;1;0;0;0;Core staff;1.0
8000030;F;N;Y;0;247500.0;Commercial associate;Higher education;Separated;House / apartment;-17016;-1347;1;0;0;0;Core staff;1.0
8000031;F;N;Y;0;247500.0;Commercial associate;Higher education;Separated;House / apartment;-17016;-1347;1;0;0;0;Core staff;1.0
8000032;F;N;Y;0;247500.0;Commercial associate;Higher education;Separated;House / apartment;-17016;-1347;1;0;0;0;Core staff;1.0
8000033;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000034;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000035;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000036;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000037;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000038;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000039;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000040;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000041;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000042;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000043;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000044;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000045;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000046;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000047;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000048;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000049;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000050;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000051;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000052;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000053;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000054;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000055;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000056;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000057;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000058;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000059;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000060;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000061;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000062;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000063;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000064;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000065;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000066;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000067;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000068;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000069;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000070;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000071;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000072;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000073;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000074;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000075;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000076;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000077;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000078;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000079;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000080;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000081;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000082;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000083;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000084;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000085;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000086;F;N;Y;0;297000.0;Commercial associate;Higher education;Single / not married;House / apartment;-15519;-3234;1;0;0;0;Laborers;1.0
8000087;F;N;N;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-13642;-4846;1;0;1;0;High skill tech staff;2.0
8000088;F;N;N;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-13642;-4846;1;0;1;0;High skill tech staff;2.0
8000089;F;N;N;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-13642;-4846;1;0;1;0;High skill tech staff;2.0
8000090;F;N;N;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-13642;-4846;1;0;1;0;High skill tech staff;2.0
8000091;F;N;N;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-13642;-4846;1;0;1;0;High skill tech staff;2.0
8000092;M;N;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-15484;-1408;1;1;1;0;Drivers;2.0
8000093;M;N;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-15484;-1408;1;1;1;0;Drivers;2.0
8000094;M;N;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-15484;-1408;1;1;1;0;Drivers;2.0
8000095;M;N;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-15484;-1408;1;1;1;0;Drivers;2.0
8000096;M;N;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;-10321;-2808;1;0;0;0;;3.0
8000097;M;N;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;-10321;-2808;1;0;0;0;;3.0
8000098;M;N;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;-10321;-2808;1;0;0;0;;3.0
8000099;M;N;Y;1;225000.0;Commercial associate;Higher education;Married;House / apartment;-10321;-2808;1;0;0;0;;3.0
8000100;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000101;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000102;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000103;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000104;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000105;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000106;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000107;F;Y;Y;0;135000.0;Commercial associate;Higher education;Married;House / apartment;-17785;-1712;1;0;0;0;Laborers;2.0
8000108;M;N;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-16027;-889;1;0;1;0;;2.0
8000109;M;N;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-16027;-889;1;0;1;0;;2.0
8000110;M;N;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-16027;-889;1;0;1;0;;2.0
8000111;M;N;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-16027;-889;1;0;1;0;;2.0
8000112;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000113;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000114;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000115;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000116;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000117;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000118;F;N;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-22319;365243;1;0;0;0;;2.0
8000119;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000120;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000121;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000122;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000123;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000124;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000125;M;Y;Y;0;112500.0;Commercial associate;Higher education;Married;House / apartment;-20874;-2381;1;0;1;0;Drivers;2.0
8000126;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000127;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000128;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000129;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000130;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000131;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000132;F;Y;Y;0;270000.0;Commercial associate;Higher education;Separated;House / apartment;-16582;-1194;1;1;1;0;Cleaning staff;1.0
8000133;F;Y;Y;0;270000.0;Commercial associate;Higher education;Married;House / apartment;-10628;-828;1;0;0;1;Managers;2.0
8000134;F;Y;Y;0;270000.0;Commercial associate;Higher education;Married;House / apartment;-10628;-828;1;0;0;1;Managers;2.0
8000135;M;Y;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-9927;-828;1;0;0;0;Drivers;2.0
8000136;M;Y;Y;0;157500.0;Commercial associate;Higher education;Married;House / apartment;-9927;-828;1;0;0;0;Drivers;2.0
8000137;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000138;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000139;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000140;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000141;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000142;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000143;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000144;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000145;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000146;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000147;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000148;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000149;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000150;M;N;Y;0;166500.0;Commercial associate;Higher education;Married;House / apartment;-18926;-6276;1;1;1;0;Laborers;2.0
8000151;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000152;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000153;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000154;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000155;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000156;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000157;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000158;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000159;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
8000160;F;N;Y;2;216000.0;Commercial associate;Higher education;Married;House / apartment;-15444;-3112;1;0;0;1;;4.0
